"Species","Year","baseline_year","prob_decline","percent_change_q025","percent_change_q05","percent_change_q10","percent_change_q50","percent_change_mean","percent_change_q90","percent_change_q95","percent_change_q975"
"LESP",2020,1970,0.450333333333333,-59.1470972345785,-52.4700599957478,-43.7506586196618,6.54357076613866,15.4952927538655,81.8164792762995,110.892056457309,141.961205200035
"LESP",2021,1970,0.45,-60.7440136909072,-53.8942556442377,-45.4171440180526,6.5979481234562,17.6436923899525,89.2139617322459,122.201599704561,158.862639732553
"NOFU",1970,1970,0,0,0,0,0,0,0,0,0
"NOFU",1971,1970,0.459333333333333,-13.8449102616769,-11.3433810942674,-8.39011604830615,0.740785661771141,0.871895140883827,10.215241042085,13.3791708437789,15.8074309114234
"NOFU",1972,1970,0.451333333333333,-24.9021076649565,-20.6581039858179,-15.4379066353979,1.60545606496327,2.41704075560679,21.157196900809,27.7098200946011,33.4436084563765
"NOFU",1973,1970,0.449,-33.5516798563323,-28.0806254035171,-21.3901901862328,2.58911737799135,4.63634759529147,32.5438246305142,43.1902435823827,52.9560040251336
"NOFU",1974,1970,0.438,-40.4376469519895,-34.2782510326061,-26.2018618072571,3.79239095323114,7.51630025925593,44.5603930785747,59.9128135329817,74.1959834199246
"NOFU",1975,1970,0.429666666666667,-45.5545124998246,-39.0679633956837,-30.0864017395555,5.44551643318193,11.0301086942626,57.910136105401,77.877691435933,95.4564440141118
"NOFU",1976,1970,0.419333333333333,-49.5490328432113,-41.9663273408122,-32.4731778437743,7.46711089840162,15.139387944461,71.0521407212915,97.2637137692603,118.534353418977
"NOFU",1977,1970,0.403,-51.9671136381573,-44.6952098099051,-34.4575110448437,9.75468301215071,19.796441301944,84.4167847302442,117.496050768514,143.246248245309
"NOFU",1978,1970,0.388,-53.7837171962217,-46.8838081318612,-35.4375433321201,13.0581832330052,24.9470281313954,98.5585383615761,136.629184110259,167.417375180491
"NOFU",1979,1970,0.366,-55.5949824480053,-48.1641740490393,-36.3247509107009,16.589829810877,30.5332400357787,113.571430027276,158.489226962085,191.801099063384
"NOFU",1980,1970,0.345,-56.3425190199844,-48.2564023819923,-36.5995907647309,20.5219171405614,36.4958812739478,126.620761820668,178.697544899331,215.843780383697
"NOFU",1981,1970,0.322333333333333,-56.4824840955503,-48.2583669985472,-36.0815391581671,24.449095639808,42.7756501901135,141.000419204525,198.472747790317,238.190801549396
"NOFU",1982,1970,0.301,-56.6629273177184,-47.5713014415018,-34.891878626153,29.0747227287526,49.3125170489758,155.481242301876,217.062160211694,263.206735576689
"NOFU",1983,1970,0.282333333333333,-56.3804825083762,-46.9029611921847,-33.4542774657554,33.8361345363067,56.0430024237809,168.53003010344,232.58346184509,285.973503286299
"NOFU",1984,1970,0.262333333333333,-55.0034005654152,-45.3588212311503,-31.3976614330906,39.2356448720681,62.8955288531319,181.310858715562,251.651048261513,310.732123741711
"NOFU",1985,1970,0.244666666666667,-53.1730353462384,-43.1381019702967,-28.7012226650731,45.024928497953,69.7845513653867,193.945805560497,267.306186637619,328.053043134385
"NOFU",1986,1970,0.227,-51.461955954635,-41.0373318457314,-25.9977836521957,50.8783756024152,76.6046571063879,207.43378648718,278.542999574404,342.654008094784
"NOFU",1987,1970,0.205,-49.2059997701484,-38.9952832108018,-23.3895210733282,56.8510948007289,83.2261527276513,219.692043841414,292.051826391469,358.00914966131
"NOFU",1988,1970,0.183666666666667,-47.4123169179638,-36.1714942704237,-20.2298908759137,62.247922377402,89.4937346739161,232.267462326506,304.909747430029,372.438065526277
"NOFU",1989,1970,0.167666666666667,-44.7086910710473,-33.5488464076298,-18.0269232668808,66.6049276458323,95.2295814301167,243.896225494165,315.310567686086,385.21119657833
